1.492537313432835573e-06 7.553350192249451034e+00
1.494030544336604812e-06 7.560604633005413966e+00
1.495525269165187508e-06 7.567866041121454224e+00
1.497021489413208661e-06 7.575134423289239471e+00
1.498519206576779600e-06 7.582409786206822488e+00
1.500018422153508364e-06 7.589692136578688242e+00
1.501519137642511132e-06 7.596981481115806289e+00
1.503021354544390202e-06 7.604277826535531304e+00
1.504525074361262792e-06 7.611581179561727417e+00
1.506030298596739015e-06 7.618891546924676739e+00
1.507537028755933949e-06 7.626208935361116659e+00
1.509045266345476955e-06 7.633533351614312679e+00
1.510555012873495798e-06 7.640864802433947389e+00
1.512066269849627017e-06 7.648203294576196853e+00
1.513579038785026730e-06 7.655548834803759917e+00
1.515093321192354326e-06 7.662901429885803140e+00
1.516609118585781572e-06 7.670261086597975897e+00
1.518126432481004682e-06 7.677627811722489426e+00
1.519645264395226954e-06 7.685001612048023567e+00
1.521165615847169992e-06 7.692382494369774726e+00
1.522687488357083870e-06 7.699770465489515381e+00
1.524210883446727018e-06 7.707165532215482173e+00
1.525735802639393111e-06 7.714567701362524232e+00
1.527262247459890322e-06 7.721976979751975279e+00
1.528790219434552116e-06 7.729393374211735335e+00
1.530319720091248899e-06 7.736816891576293820e+00
1.531850750959369596e-06 7.744247538686667376e+00
1.533383313569833935e-06 7.751685322390440724e+00
1.534917409455101969e-06 7.759130249541819957e+00
1.536453040149158412e-06 7.766582327001549046e+00
1.537990207187521745e-06 7.774041561636961362e+00
1.539528912107256493e-06 7.781507960322032957e+00
1.541069156446955652e-06 7.788981529937293757e+00
1.542610941746751492e-06 7.796462277369882621e+00
1.544154269548326349e-06 7.803950209513595304e+00
1.545699141394892515e-06 7.811445333268798308e+00
1.547245558831218916e-06 7.818947655542535458e+00
1.548793523403610784e-06 7.826457183248444416e+00
1.550343036659918975e-06 7.833973923306793097e+00
1.551894100149554366e-06 7.841497882644560491e+00
1.553446715423466895e-06 7.849029068195313208e+00
1.555000884034159533e-06 7.856567486899295183e+00
1.556556607535696336e-06 7.864113145703437446e+00
1.558113887483688250e-06 7.871666051561324373e+00
1.559672725435301165e-06 7.879226211433198124e+00
1.561233122949270096e-06 7.886793632286044797e+00
1.562795081585877802e-06 7.894368321093486074e+00
1.564358602906969817e-06 7.901950284835850269e+00
1.565923688475963344e-06 7.909539530500209636e+00
1.567490339857826504e-06 7.917136065080285334e+00
1.569058558619106075e-06 7.924739895576581539e+00
1.570628346327907165e-06 7.932351028996275311e+00
1.572199704553902738e-06 7.939969472353275215e+00
1.573772634868346535e-06 7.947595232668274612e+00
1.575347138844053802e-06 7.955228316968658397e+00
1.576923218055414631e-06 7.962868732288567841e+00
1.578500874078402429e-06 7.970516485668938778e+00
1.580080108490558674e-06 7.978171584157425222e+00
1.581660922871003290e-06 7.985834034808457993e+00
1.583243318800444388e-06 7.993503844683277570e+00
1.584827297861162806e-06 8.001181020849863046e+00
1.586412861637023123e-06 8.008865570382988963e+00
1.588000011713482340e-06 8.016557500364260846e+00
1.589588749677572303e-06 8.024256817882031712e+00
1.591179077117924905e-06 8.031963530031521969e+00
1.592770995624751965e-06 8.039677643914718175e+00
1.594364506789855607e-06 8.047399166640428092e+00
1.595959612206641391e-06 8.055128105324339316e+00
1.597556313470097978e-06 8.062864467088910914e+00
1.599154612176811110e-06 8.070608259063467571e+00
1.600754509924972084e-06 8.078359488384206699e+00
1.602356008314362495e-06 8.086118162194139813e+00
1.603959108946364413e-06 8.093884287643138720e+00
1.605563813423971171e-06 8.101657871887994133e+00
1.607170123351770434e-06 8.109438922092312652e+00
1.608778040335955416e-06 8.117227445426589583e+00
1.610387565984335682e-06 8.125023449068249803e+00
1.611998701906316818e-06 8.132826940201555388e+00
1.613611449712926691e-06 8.140637926017721071e+00
1.615225811016796177e-06 8.148456413714827207e+00
1.616841787432168903e-06 8.156282410497869506e+00
1.618459380574913319e-06 8.164115923578803447e+00
1.620078592062505116e-06 8.171956960176469664e+00
1.621699423514037397e-06 8.179805527516641916e+00
1.623321876550234226e-06 8.187661632832076819e+00
1.624945952793429879e-06 8.195525283362432134e+00
1.626571653867582814e-06 8.203396486354323613e+00
1.628198981398285206e-06 8.211275249061369408e+00
1.629827937012746639e-06 8.219161578744103025e+00
1.631458522339803848e-06 8.227055482670039055e+00
1.633090739009933210e-06 8.234956968113712250e+00
1.634724588655229784e-06 8.242866042356594036e+00
1.636360072909433990e-06 8.250782712687197318e+00
1.637997193407910644e-06 8.258706986400989436e+00
1.639635951787661456e-06 8.266638870800450789e+00
1.641276349687335613e-06 8.274578373195126346e+00
1.642918388747211146e-06 8.282525500901517290e+00
1.644562070609208273e-06 8.290480261243173388e+00
1.646207396916898288e-06 8.298442661550707200e+00
1.647854369315488745e-06 8.306412709161731911e+00
1.649502989451831286e-06 8.314390411420909288e+00
1.651153258974436468e-06 8.322375775680002974e+00
1.652805179533453644e-06 8.330368809297786115e+00
1.654458752780682824e-06 8.338369519640099981e+00
1.656113980369587377e-06 8.346377914079909033e+00
1.657770863955270954e-06 8.354393999997201448e+00
1.659429405194506706e-06 8.362417784779106356e+00
1.661089605745714628e-06 8.370449275819801471e+00
1.662751467268974900e-06 8.378488480520575266e+00
1.664414991426038262e-06 8.386535406289858940e+00
1.666080179880307169e-06 8.394590060543167809e+00
1.667747034296849343e-06 8.402652450703119058e+00
1.669415556342408148e-06 8.410722584199529450e+00
1.671085747685383533e-06 8.418800468469283871e+00
1.672757609995845797e-06 8.426886110956418818e+00
1.674431144945545963e-06 8.434979519112170365e+00
1.676106354207892909e-06 8.443080700394858695e+00
1.677783239457984709e-06 8.451189662270039094e+00
1.679461802372584492e-06 8.459306412210382931e+00
1.681142044630132937e-06 8.467430957695745164e+00
1.682823967910759915e-06 8.475563306213206971e+00
1.684507573896267132e-06 8.483703465256997589e+00
1.686192864270136806e-06 8.491851442328535171e+00
1.687879840717547973e-06 8.500007244936499617e+00
1.689568504925353618e-06 8.508170880596727770e+00
1.691258858582095075e-06 8.516342356832280913e+00
1.692950903378013674e-06 8.524521681173490961e+00
1.694644641005030833e-06 8.532708861157871638e+00
1.696340073156760555e-06 8.540903904330177099e+00
1.698037201528522130e-06 8.549106818242458772e+00
1.699736027817317271e-06 8.557317610453953449e+00
1.701436553721858482e-06 8.565536288531227171e+00
1.703138780942547887e-06 8.573762860048056211e+00
1.704842711181488666e-06 8.581997332585499905e+00
1.706548346142498180e-06 8.590239713731945059e+00
1.708255687531086372e-06 8.598490011083010032e+00
1.709964737054470596e-06 8.606748232241619334e+00
1.711675496421586620e-06 8.615014384818042714e+00
1.713387967343069363e-06 8.623288476429809890e+00
1.715102151531264325e-06 8.631570514701769170e+00
1.716818050700241989e-06 8.639860507266138967e+00
1.718535666565776435e-06 8.648158461762417204e+00
1.720255000845358463e-06 8.656464385837443487e+00
1.721976055258207884e-06 8.664778287145448843e+00
1.723698831525249793e-06 8.673100173347947361e+00
1.725423331369146131e-06 8.681430052113883633e+00
1.727149556514271324e-06 8.689767931119510180e+00
1.728877508686723935e-06 8.698113818048456736e+00
1.730607189614341698e-06 8.706467720591781756e+00
1.732338601026679493e-06 8.714829646447880052e+00
1.734071744655022267e-06 8.723199603322543183e+00
1.735806622232398370e-06 8.731577598929005646e+00
1.737543235493559020e-06 8.739963640987868487e+00
1.739281586174991214e-06 8.748357737227143716e+00
1.741021676014929591e-06 8.756759895382320025e+00
1.742763506753337162e-06 8.765170123196252661e+00
1.744507080131917802e-06 8.773588428419250462e+00
1.746252397894128955e-06 8.782014818809104284e+00
1.747999461785157494e-06 8.790449302130991072e+00
1.749748273551951064e-06 8.798891886157621300e+00
1.751498834943193725e-06 8.807342578669105748e+00
1.753251147709319510e-06 8.815801387453035431e+00
1.755005213602524489e-06 8.824268320304531343e+00
1.756761034376747081e-06 8.832743385026152083e+00
1.758518611787679486e-06 8.841226589427941818e+00
1.760277947592782510e-06 8.849717941327510218e+00
1.762039043551263961e-06 8.858217448549911666e+00
1.763801901424090939e-06 8.866725118927719862e+00
1.765566522974004440e-06 8.875240960301088222e+00
1.767332909965497124e-06 8.883764980517634413e+00
1.769101064164827292e-06 8.892297187432529171e+00
1.770870987340031591e-06 8.900837588908531828e+00
1.772642681260900872e-06 8.909386192815885508e+00
1.774416147699010051e-06 8.917943007032455682e+00
1.776191388427697141e-06 8.926508039443630693e+00
1.777968405222073632e-06 8.935081297942367939e+00
1.779747199859037617e-06 8.943662790429261378e+00
1.781527774117254311e-06 8.952252524812429613e+00
1.783310129777168125e-06 8.960850509007601161e+00
1.785094268621015999e-06 8.969456750938144651e+00
1.786880192432806869e-06 8.978071258535003096e+00
1.788667902998334791e-06 8.986694039736722317e+00
1.790457402105190592e-06 8.995325102489529101e+00
1.792248691542743443e-06 9.003964454747235280e+00
1.794041773102152507e-06 9.012612104471280361e+00
1.795836648576379222e-06 9.021268059630813241e+00
1.797633319760165490e-06 9.029932328202564307e+00
1.799431788450061627e-06 9.038604918170987546e+00
